id	direction	kind	subject	source	terms	cand_n	matched	state	pair	target
r209	reverse	behavioural	A minimum handle size is a world-to-screen decision computed against the viewport transform on every redraw, not a fixed CSS size	docs/components/Selection handle.md::Accessibility[1]	selection handle,minimum size,viewport,accessibility	5	-	retained	-	-
r210	reverse	named	Snap guide	docs/components/Snap guide.md::name	snap guide,component	-	gallery	present	-	components
r211	reverse	behavioural	Snap guide lives on the InteractionLayer, transient, alongside selection handle and drawing previews	docs/components/Snap guide.md::Anatomy[1]	snap guide,interactionlayer	1	-	retained	-	-
r212	reverse	behavioural	Snap guide needs one distinct shape per snap kind; a grid snap and a vertex snap must not be drawn identically	docs/components/Snap guide.md::Anatomy[2]	snap guide,snap,grid,vertex	2	gallery§Snap guide (edge = dashed line, vertex = cross mark: "different operation, different mark")	present	-	-
r213	reverse	behavioural	Snap guide's absent state means no snap applies	docs/components/Snap guide.md::States[1]	snap guide,absent	1	-	retained	-	-
r214	reverse	behavioural	Snap guide's active state is drawn for as long as a snap applies	docs/components/Snap guide.md::States[2]	snap guide,active	5	gallery§Snap guide (drawn marks shown for the active snap)	present	-	-
r215	reverse	behavioural	Snap guide has no hover, focus or selected state, because it is output rather than a control	docs/components/Snap guide.md::States[3]	snap guide,hover,focus,control	7	gallery§Snap guide (no interactive affordances — purely drawn output)	present	-	-
r216	reverse	behavioural	Snap guide is given the snap result: which point was snapped, to what, and by which operation	docs/components/Snap guide.md::Contract[1]	snap guide,snap result,operation	3	gallery§Snap guide Contract (Given: the snap result, including which of the six operations fired)	present	-	-
r217	reverse	behavioural	Snap guide emits nothing	docs/components/Snap guide.md::Contract[2]	snap guide,emit	1	gallery§Snap guide Contract (Emits: nothing — a guide is output, never a target)	present	-	-
r218	reverse	behavioural	A snap guide that cannot name which operation fired cannot be built from its contract; the snap result must carry the operation, not just the adjusted point	docs/components/Snap guide.md::Contract[3]	snap guide,operation,snap result	3	gallery§Snap guide Contract (snap result includes which operation fired)	present	-	-
r219	reverse	behavioural	A snap that is only drawn is invisible to a non-visual user and has no possible drawn equivalent; the second channel must be text, carried by status bar	docs/components/Snap guide.md::Accessibility[1]	snap guide,status bar,accessibility	8	gallery§Status bar ("Snap vertex" — the non-visual text channel)	present	-	-
r220	reverse	named	Status badge	docs/components/Status badge.md::name	status badge,component	-	gallery	present	-	components
r221	reverse	behavioural	Status badge's label carries the meaning; its mark is secondary and exists only to make the label findable	docs/components/Status badge.md::Anatomy[1]	status badge,label,mark	5	gallery§Status badge (Unknown state has no icon, only label text)	present	-	-
r222	reverse	behavioural	Status badge's Health family (stale, recalculating, failed) is owned by this component	docs/components/Status badge.md::States[1]	status badge,health,stale,recalculating,failed	4	gallery§Status badge (Stale, Working/recalculating, Failed shown)	present	-	-
r223	reverse	behavioural	Status badge's Object state family (existing, to-remove, to-retain, planned, in-progress, installed) is not owned by this component	docs/components/Status badge.md::States[2]	status badge,object state	6	gallery§Status badge (only health-family values shown, no object-state values)	present	-	-
r224	reverse	behavioural	Health and object state families must be kept apart; a single badge showing either would conflate telling-the-truth status with building status	docs/components/Status badge.md::States[3]	status badge,health,object state	6	gallery§Status badge (only health-family values shown, kept apart from object state)	present	-	-
r225	reverse	behavioural	Status badge is given a status value and the vocabulary it belongs to	docs/components/Status badge.md::Contract[1]	status badge,status value,vocabulary	6	gallery§Status badge Contract (Given: a status value, and the vocabulary it belongs to)	present	-	-
r226	reverse	behavioural	Status badge emits nothing, or a retry request where the status is a recoverable failure	docs/components/Status badge.md::Contract[2]	status badge,retry,emit	2	gallery§Status badge Contract (Emits: nothing, or a retry)	present	-	-
r227	reverse	behavioural	A status value this version does not know must render as itself, not blank; an unrecognised value must not look lossy on round trip	docs/components/Status badge.md::Contract[3]	status badge,round trip,unknown value	4	gallery§Status badge (Unknown: renders raw value "rooftop-terrace", not blank)	present	-	-
r228	reverse	behavioural	A stale status badge is only meaningful because derived values are recomputed on read, not persisted	docs/components/Status badge.md::Contract[4]	status badge,stale,derived value	4	-	retained	-	-
r229	reverse	behavioural	Status badge never appears inside a Bases row; nothing plugin-specific travels into that row, so a badge there is Obsidian's, not this component's	docs/components/Status badge.md::Where it appears[1]	status badge,bases,region	3	-	retained	-	-
r230	reverse	behavioural	Status badge must never encode status by colour alone; the label itself is the second channel	docs/components/Status badge.md::Accessibility[1]	status badge,colour,accessibility	5	gallery§Status badge (label text always present alongside the icon)	present	-	-
r231	reverse	named	Status bar	docs/components/Status bar.md::name	status bar,component	-	gallery	present	-	components
r232	reverse	behavioural	Status bar has three regions in order: Selection, Measurements, Save state	docs/components/Status bar.md::Anatomy[1]	status bar,selection,measurements,save state	8	gallery§Status bar (rows: selection info, then measurement info, then save state)	present	-	-
r233	reverse	behavioural	Status bar's default state has something selected and no measurement in flight	docs/components/Status bar.md::States[1]	status bar,default,selection	8	gallery§Status bar (default row: "Selected Kitchen" + area, no measurement, Saved)	present	-	-
r234	reverse	behavioural	Status bar's empty-selection state is the commonest state and is not treated as an empty state component; a bar with nothing to say stays a bar	docs/components/Status bar.md::States[2]	status bar,empty selection	8	gallery§Status bar ("No selection" shown as plain bar text, not the Empty state pattern)	present	-	-
r235	reverse	behavioural	Status bar's measuring state shows a live, updating value	docs/components/Status bar.md::States[3]	status bar,measuring	8	gallery§Status bar ("Measuring 2.06 m" — a live value)	present	-	-
r236	reverse	behavioural	Status bar is given the current selection summary and the active measurement	docs/components/Status bar.md::Contract[1]	status bar,selection,measurement	8	gallery§Status bar Contract (Given: the selection summary and the active measurement, display-ready)	present	-	-
r237	reverse	behavioural	Status bar emits nothing	docs/components/Status bar.md::Contract[2]	status bar,emit	8	gallery§Status bar Contract (Emits: nothing — it is a readout)	present	-	-
r238	reverse	behavioural	Status bar may not re-derive a number; it must be handed display-ready values already precision-decided by the component that derived them	docs/components/Status bar.md::Contract[3]	status bar,rounding,precision	8	gallery§Status bar Contract (Given: ...display-ready)	present	-	-
r239	reverse	behavioural	Status bar is the non-visual channel for snap guide and the live half of measurement label	docs/components/Status bar.md::Where it appears[1]	status bar,snap guide,measurement label	8	gallery§Status bar (Row 3: "Measuring 2.06 m" + "Snap vertex" together)	present	-	-
r240	reverse	behavioural	Status bar must not wire the whole bar as one aria-live=polite container; only the parts that change meaningfully get the live region, not the parts that change continuously	docs/components/Status bar.md::Accessibility[1]	status bar,live region,aria-live,accessibility	8	-	retained	-	-
r241	reverse	named	Toast	docs/components/Toast.md::name	toast,component	-	gallery	present	-	components
r242	reverse	behavioural	Toast's message must already be translated and user-facing	docs/components/Toast.md::Anatomy[1]	toast,message	2	gallery§Toast (final user-facing text, no raw error codes)	present	-	-
r243	reverse	behavioural	Toast may optionally carry one action: undo, retry, or reveal	docs/components/Toast.md::Anatomy[2]	toast,action,undo,retry	8	gallery§Toast (benign: Undo action; failing: "Pick another file" action)	present	-	-
r244	reverse	behavioural	Toast always has a dismiss, and a timeout for the benign case	docs/components/Toast.md::Anatomy[3]	toast,dismiss,timeout	1	gallery§Toast (dismiss button present on both benign and failing toast)	present	-	-
r245	reverse	behavioural	Toast's entering state is the one place this component has motion	docs/components/Toast.md::States[1]	toast,entering,motion	1	-	retained	-	-
r246	reverse	behavioural	Toast's present state is visible, counting down or waiting	docs/components/Toast.md::States[2]	toast,present	2	-	retained	-	-
r247	reverse	behavioural	Toast's leaving state covers dismissed, timed out, or superseded	docs/components/Toast.md::States[3]	toast,leaving	1	-	retained	-	-
r248	reverse	behavioural	Toast has no focus state and takes no focus; it must not interrupt what the user was doing	docs/components/Toast.md::States[4]	toast,focus	6	-	retained	-	-
r249	reverse	behavioural	Toast is given a user-facing message already mapped at the application boundary, not an Error object it formats itself	docs/components/Toast.md::Contract[1]	toast,message,application boundary	2	gallery.txt§Shared vocabulary/Toast	present	-	-
r250	reverse	behavioural	Toast emits a dismiss, and its action where one exists	docs/components/Toast.md::Contract[2]	toast,dismiss,emit	1	gallery.txt§Shared vocabulary/Toast	present	-	-
r251	reverse	behavioural	Toast does not decide that it is the right surface; routing which category becomes a toast vs inline error vs modal vs status badge is not this component's job	docs/components/Toast.md::Contract[3]	toast,routing,status badge,modal	3	gallery.txt§Shared vocabulary (intro)	present	-	-
r252	reverse	behavioural	Toast's region is overlay because it genuinely overlays rather than displacing content	docs/components/Toast.md::Where it appears[1]	toast,region,overlay	2	gallery.txt§Shared vocabulary/Toast	present	-	-
r253	reverse	behavioural	Toast needs role=status for the benign case and role=alert for the failing case, and neither on a container that is already present before content appears	docs/components/Toast.md::Accessibility[1]	toast,role,status,alert,accessibility	8	gallery.txt§Shared vocabulary/Toast	present	-	-
r254	reverse	behavioural	A toast message that disappears before it can be read is inaccessible regardless of ARIA; the timeout must allow reading	docs/components/Toast.md::Accessibility[2]	toast,timeout,accessibility	5	-	retained	-	-
r255	reverse	named	Tool button	docs/components/Tool button.md::name	tool button,component	-	gallery	present	-	components
r256	reverse	behavioural	Tool button's icon comes from Obsidian's own set via setIcon and is not decoration; the icon is the button	docs/components/Tool button.md::Anatomy[1]	tool button,icon,seticon	5	gallery.txt§Chrome/Tool button	present	-	-
r257	reverse	behavioural	Tool button always needs an accessible name, because the icon is not one	docs/components/Tool button.md::Anatomy[2]	tool button,accessible name	5	gallery.txt§Chrome/Tool button	present	-	-
r258	reverse	behavioural	Tool button may optionally show the keyboard hint for its shortcut	docs/components/Tool button.md::Anatomy[3]	tool button,keyboard shortcut	3	-	retained	-	-
r259	reverse	behavioural	Tool button must not use inline styles; a state is a class	docs/components/Tool button.md::Anatomy[4]	tool button,inline style	1	-	retained	-	-
r260	reverse	behavioural	Tool button's focus state is reached by arrow key inside the toolbar, not by tab	docs/components/Tool button.md::States[1]	tool button,focus,arrow key,toolbar	6	gallery.txt§Chrome/Toolbar	present	-	-
r261	reverse	behavioural	Tool button's active/pressed state, the pointer-down moment, is distinct from its selected state	docs/components/Tool button.md::States[2]	tool button,active,pressed	5	gallery.txt§Chrome/Tool button	contradictory	gallery§Chrome/Tool button>>docs/components/Tool button.md::States[2]	-
r262	reverse	behavioural	Tool button's selected state marks the active tool and must not be colour alone	docs/components/Tool button.md::States[3]	tool button,selected,colour	5	gallery.txt§Chrome/Tool button	present	-	-
r263	reverse	behavioural	Tool button's disabled state means a tool unavailable in the current mode, conveyed via aria-disabled, not removal	docs/components/Tool button.md::States[4]	tool button,disabled,aria-disabled	1	gallery.txt§Chrome/Tool button	present	-	-
r264	reverse	behavioural	Tool button is given a tool id, an icon name, a label, and whether it is the active tool	docs/components/Tool button.md::Contract[1]	tool button,tool id,label	7	gallery.txt§Chrome/Tool button	present	-	-
r265	reverse	behavioural	Tool button emits an activation request for its id	docs/components/Tool button.md::Contract[2]	tool button,activation,emit	2	gallery.txt§Chrome/Tool button	present	-	-
r266	reverse	behavioural	Tool button knows nothing about the tool it activates: not the tool interface, not its context	docs/components/Tool button.md::Contract[3]	tool button,tool,context	8	gallery.txt§Chrome/Tool button	present	-	-
r267	reverse	behavioural	Tool button's hit target size cannot be measured in this repository; jsdom answers zero for every box so axe's target-size rule reports a false pass, and only a live vault build verifies it	docs/components/Tool button.md::Accessibility[1]	tool button,hit target,accessibility	7	-	retained	-	-
r268	reverse	behavioural	Tool button's selected tool needs aria-pressed	docs/components/Tool button.md::Accessibility[2]	tool button,aria-pressed,accessibility	5	gallery.txt§Chrome/Tool button	present	-	-
r269	reverse	behavioural	Tool button's focus needs a ring with its own thickness	docs/components/Tool button.md::Accessibility[3]	tool button,focus ring,accessibility	5	-	retained	-	-
r270	reverse	named	Toolbar	docs/components/Toolbar.md::name	toolbar,component	-	canvas,gallery	present	-	components
r271	reverse	behavioural	Toolbar holds a horizontal group of tool buttons in a fixed order: Select, Pan, Draw Area, Place Asset, Measure, Annotate	docs/components/Toolbar.md::Anatomy[1]	toolbar,tool button,select,pan	6	gallery.txt§Chrome/Toolbar	present	-	-
r272	reverse	behavioural	Overflow is the toolbar's problem, not the tool button's	docs/components/Toolbar.md::Anatomy[2]	toolbar,overflow,tool button	2	-	retained	-	-
r273	reverse	behavioural	Toolbar has no hover, focus or selected state of its own; each belongs to the tool button inside it	docs/components/Toolbar.md::States[1]	toolbar,hover,focus,tool button	6	gallery.txt§Chrome/Toolbar	present	-	-
r274	reverse	behavioural	Toolbar owns a single invariant: exactly one button is active at a time, and no button can enforce it alone	docs/components/Toolbar.md::States[2]	toolbar,active,invariant	6	gallery.txt§Chrome/Toolbar	present	-	-
r275	reverse	behavioural	Toolbar is given the tool registry and the id of the active tool	docs/components/Toolbar.md::Contract[1]	toolbar,tool registry,active tool	4	gallery.txt§Chrome/Toolbar	present	-	-
r276	reverse	behavioural	Toolbar emits a tool-activation request	docs/components/Toolbar.md::Contract[2]	toolbar,activation,emit	3	gallery.txt§Chrome/Toolbar	present	-	-
r277	reverse	behavioural	Toolbar does not activate the tool itself; a toolbar that called activate directly would reach past the application layer	docs/components/Toolbar.md::Contract[3]	toolbar,activate,application layer	3	gallery.txt§Chrome/Toolbar	present	-	-
r278	reverse	behavioural	Toolbar must use the roving tabstop pattern: one tab stop for the whole group, arrow keys moving within it, and role=toolbar naming it	docs/components/Toolbar.md::Accessibility[1]	toolbar,roving tabstop,role,accessibility	5	gallery.txt§Chrome/Toolbar	present	-	-
r279	reverse	named	View shell	docs/components/View shell.md::name	view shell,component	-	gallery	present	-	components
r280	reverse	behavioural	View shell is one root element carrying exactly the class renovation-planner-view and nothing else	docs/components/View shell.md::Anatomy[1]	view shell,root element,class	6	-	retained	-	-
r281	reverse	behavioural	View shell is a column flexbox filling the leaf	docs/components/View shell.md::Anatomy[2]	view shell,flexbox,leaf	2	gallery.txt§Chrome/View shell	present	-	-
r282	reverse	behavioural	View shell does not own Obsidian's chrome above it; restyling workspace-leaf-content, view-header or view-content is reaching outside the boundary	docs/components/View shell.md::Anatomy[3]	view shell,chrome,view-header	2	-	retained	-	-
r283	reverse	behavioural	View shell has almost none of the design system's states, just Default	docs/components/View shell.md::States[1]	view shell,default,state	8	gallery.txt§Chrome/View shell	present	-	-
r284	reverse	behavioural	View shell has modes, not states: the project surface and the plan editor are two modes of one view type, persisted through getState()	docs/components/View shell.md::States[2]	view shell,mode,getstate	5	-	retained	-	-
r285	reverse	behavioural	View shell is given the leaf and nothing else	docs/components/View shell.md::Contract[1]	view shell,leaf	2	gallery.txt§Chrome/View shell	present	-	-
r286	reverse	behavioural	View shell emits nothing	docs/components/View shell.md::Contract[2]	view shell,emit	2	gallery.txt§Chrome/View shell	present	-	-
r287	reverse	behavioural	View shell must claim its height; a shell that does not fill the leaf collapses to a sliver of its pane	docs/components/View shell.md::Contract[3]	view shell,height,leaf	2	gallery.txt§Chrome/View shell	present	-	-
r288	reverse	behavioural	Every colour view shell declares must come from an Obsidian variable, so a themed vault stays themed	docs/components/View shell.md::Contract[4]	view shell,colour,obsidian variable,theme	8	gallery.txt§The canvas language, proposed	present	-	-
r289	reverse	behavioural	Whether view shell should be a landmark is undecided and unmeasurable by the accessibility harness, which scans only inside contentEl	docs/components/View shell.md::Accessibility[1]	view shell,landmark,accessibility	5	-	retained	-	-
r290	reverse	named	Asset	docs/entities/Asset.md::name	asset	-	gallery,prd,uxd	present	-	entities
r291	reverse	behavioural	An asset is a kind of thing, not an amount of it; folding quantity into the asset would duplicate the asset and its price when reused	docs/entities/Asset.md::Description[1]	asset,requirement,quantity	8	-	retained	-	-
r292	reverse	behavioural	Labour is modelled as an asset too (e.g. electrician hours), not only materials, which is why the entity is called Asset rather than Material	docs/entities/Asset.md::Description[2]	asset,labour,material	8	-	retained	-	-
r293	reverse	behavioural	Asset is a markdown note in a per-project library folder with a stable id	docs/entities/Asset.md::Identity and persistence[1]	asset,note,id	8	-	retained	-	-
r294	reverse	behavioural	Category, unit and unit price live in an asset's frontmatter so the library is searchable and queryable; product data, links and photos live in the body	docs/entities/Asset.md::Identity and persistence[2]	asset,frontmatter,category,unit,price	8	-	retained	-	-
r295	reverse	behavioural	An asset belongs to exactly one project; the asset library is per project, not global	docs/entities/Asset.md::Relationships[1]	asset,project,library	8	-	retained	-	-
r296	reverse	behavioural	An asset may be referenced by zero or more requirements	docs/entities/Asset.md::Relationships[2]	asset,requirement	8	-	retained	-	-
r297	reverse	behavioural	An asset may be priced by zero or more quote lines, from zero or more suppliers	docs/entities/Asset.md::Relationships[3]	asset,quote,supplier,price	8	-	retained	-	-
r298	reverse	behavioural	An asset may be placed on a plan as a spatial object	docs/entities/Asset.md::Relationships[4]	asset,plan,spatial object	8	gallery.txt§Toolbar-PlaceAsset	present	-	-
r299	reverse	behavioural	An asset may be documented by a document, such as data sheets and installation manuals	docs/entities/Asset.md::Relationships[5]	asset,document	8	-	retained	-	-
r300	reverse	behavioural	Asset categories are configurable	docs/entities/Asset.md::Rules[1]	asset,category,configurable	8	-	retained	-	-
r301	reverse	behavioural	An asset's price is a default, not a fact; a quote beats it, and a cost item records what was actually used	docs/entities/Asset.md::Rules[2]	asset,price,quote,cost item	8	-	retained	-	-
r302	reverse	behavioural	One asset has exactly one unit; an item sold by both the piece and the m2 is two assets	docs/entities/Asset.md::Rules[3]	asset,unit	8	-	retained	-	-
r303	reverse	behavioural	Package size and minimum order quantity belong to the asset, and are what a procurement item rounds its purchase quantity against	docs/entities/Asset.md::Rules[4]	asset,package size,minimum order quantity,procurement item	8	-	retained	-	-
r304	reverse	named	Building	docs/entities/Building.md::name	building	-	canvas,jtbd,prd,prototype,research,uxd	present	-	entities
r305	reverse	behavioural	A building's whole job is to be the thing a floor belongs to; without it, the ground floor is ambiguous once a property has more than one building	docs/entities/Building.md::Description[1]	building,floor	8	-	retained	-	-
r306	reverse	behavioural	Building is a note with a stable id, commonly absent on a single-building project where building and site are the same thing	docs/entities/Building.md::Identity and persistence[1]	building,note,id,site	8	-	retained	-	-
r307	reverse	behavioural	A building belongs to exactly one site	docs/entities/Building.md::Relationships[1]	building,site	8	-	retained	-	-
r308	reverse	behavioural	A building contains zero or more floors	docs/entities/Building.md::Relationships[2]	building,floor	8	prd.txt§19-InfoArchitecture	present	-	-
r309	reverse	behavioural	A building is distinct from an outdoor area, which is the site's other branch and has no floors	docs/entities/Building.md::Relationships[3]	building,outdoor area,floor	8	prd.txt§14-Epic5-SpatialContextNav	present	-	-
r310	reverse	behavioural	A building carries no geometry; it is depicted by plans, not drawn	docs/entities/Building.md::Rules[1]	building,geometry,plan	8	-	retained	-	-
r311	reverse	behavioural	A building with no floors modelled is still valid; the hierarchy is optional depth, not a required path	docs/entities/Building.md::Rules[2]	building,floor,hierarchy	8	-	retained	-	-
r312	reverse	named	Constraint	docs/entities/Constraint.md::name	constraint	-	jtbd	present	-	entities
r313	reverse	behavioural	A constraint is not an event: unlike a risk (might happen) or an issue (has happened), a constraint simply is and is never resolved or mitigated; it is the boundary of the solution space	docs/entities/Constraint.md::Description[1]	constraint,risk,issue	5	-	retained	-	-
r314	reverse	behavioural	A constraint does not get worked on, it gets checked against; a decision that violates one has to be revisited	docs/entities/Constraint.md::Description[2]	constraint,decision	6	-	retained	-	-
r315	reverse	behavioural	Constraint is a markdown note with a stable id, the kind of constraint and the affected entity in frontmatter, frequently one sentence and a number	docs/entities/Constraint.md::Identity and persistence[1]	constraint,note,id	8	-	retained	-	-
r316	reverse	behavioural	A constraint is attached to the project, a zone, a construction section or a work package	docs/entities/Constraint.md::Relationships[1]	constraint,project,zone,construction section,work package	8	-	retained	-	-
r317	reverse	behavioural	A constraint bounds decision and scenario; a scenario violating a constraint is not an option	docs/entities/Constraint.md::Relationships[2]	constraint,decision,scenario	6	-	retained	-	-
r318	reverse	behavioural	A constraint may bound a cost item as a budget ceiling, or the schedule as a fixed date	docs/entities/Constraint.md::Relationships[3]	constraint,cost item,schedule	8	-	retained	-	-
r319	reverse	behavioural	A constraint may be shown on a plan as a marker spatial object	docs/entities/Constraint.md::Relationships[4]	constraint,plan,spatial object	8	-	retained	-	-
r320	reverse	behavioural	A constraint is not resolvable; it has no done state, distinguishing it from an issue	docs/entities/Constraint.md::Rules[1]	constraint,issue	5	-	retained	-	-
r321	reverse	behavioural	Changing a constraint is a decision, usually a significant one, and keeps its history	docs/entities/Constraint.md::Rules[2]	constraint,decision,history	6	-	retained	-	-
r322	reverse	behavioural	A constraint's value is in being checkable; one written as prose nobody can compare against is a reminder, not a constraint	docs/entities/Constraint.md::Rules[3]	constraint,checkable	1	-	retained	-	-
r323	reverse	named	Construction section	docs/entities/Construction section.md::name	construction section	-	-	retained	-	entities
r324	reverse	behavioural	A construction section is the level at which a renovation is decided about; a renovator postpones, prioritises, budgets or drops it as a unit, which is why it carries both a budget and a phase unlike its neighbours	docs/entities/Construction section.md::Description[1]	construction section,budget,phase	7	-	retained	-	-
r325	reverse	behavioural	A construction section cuts across the spatial hierarchy rather than sitting inside it, and may span multiple zones and multiple plans; a section that could only contain one zone would collapse into the zone	docs/entities/Construction section.md::Description[2]	construction section,zone,plan	8	-	retained	-	-
r326	reverse	behavioural	Construction section is a markdown note with a stable id, status, priority, phase and planned dates in frontmatter	docs/entities/Construction section.md::Identity and persistence[1]	construction section,note,id,status,priority,phase	8	-	retained	-	-
r327	reverse	behavioural	A construction section belongs to exactly one project	docs/entities/Construction section.md::Relationships[1]	construction section,project	7	-	retained	-	-
r328	reverse	behavioural	A construction section spans zero or more zones, across zero or more plans	docs/entities/Construction section.md::Relationships[2]	construction section,zone,plan	8	-	retained	-	-
r329	reverse	behavioural	A construction section contains zero or more work packages	docs/entities/Construction section.md::Relationships[3]	construction section,work package	7	-	retained	-	-
r330	reverse	behavioural	A construction section involves zero or more trades, derived from its work packages rather than set twice	docs/entities/Construction section.md::Relationships[4]	construction section,trade,work package	8	-	retained	-	-
r331	reverse	behavioural	A construction section carries a budget, aggregating cost items beneath it	docs/entities/Construction section.md::Relationships[5]	construction section,budget,cost item	8	-	retained	-	-
r332	reverse	behavioural	A construction section may appear on a plan as a PlanningZone spatial object	docs/entities/Construction section.md::Relationships[6]	construction section,plan,spatial object	8	-	retained	-	-
r333	reverse	behavioural	A construction section's budget is a ceiling set by a human, while the estimate beneath it is computed, kept as separate cost types so the comparison is possible	docs/entities/Construction section.md::Rules[1]	construction section,budget,estimate	7	-	retained	-	-
r334	reverse	behavioural	Actual cost, estimated cost and progress on a construction section are all derived from its work packages, never entered on the section itself	docs/entities/Construction section.md::Rules[2]	construction section,cost,progress,work package	8	-	retained	-	-
r335	reverse	behavioural	Dates are planned at the construction section level and actual at task level; a section's real dates are derived	docs/entities/Construction section.md::Rules[3]	construction section,task,date	7	-	retained	-	-
r336	reverse	named	Cost item	docs/entities/Cost item.md::name	cost item	-	gallery	present	-	entities
r337	reverse	behavioural	A cost item carries a cost type (Budget, Estimated, Quoted, Committed, Actual); the forecast is arithmetic across those types and collapsing them into one number makes it impossible to answer whether the project is over budget	docs/entities/Cost item.md::Description[1]	cost item,cost type,forecast	7	-	retained	-	-
r338	reverse	behavioural	Price components (discount, shipping, deposit, surcharge, tax, contingency) are parts of a cost item rather than cost items of their own	docs/entities/Cost item.md::Description[2]	cost item,price component,discount,shipping,tax,contingency	7	-	retained	-	-
r339	reverse	behavioural	The cost pipeline applies its components in a fixed order: quantity, unit price, discount, shipping, surcharge, tax, estimated cost, with contingency held beside the estimate and a deposit belonging to the payment lifecycle rather than the price; order matters because tax on a discounted total differs from a discount on a taxed total	docs/entities/Cost item.md::Description[3]	cost item,discount,shipping,tax,contingency,order	7	-	retained	-	-
r340	reverse	behavioural	Cost item is a note with a stable id, the cost type, quantity, unit price and component breakdown; a quoted or actual value is persisted because it is a historical fact that must not move when the drawing does	docs/entities/Cost item.md::Identity and persistence[1]	cost item,note,id,quantity,requirement,asset	8	-	retained	-	-
r341	reverse	behavioural	A cost item rolls up to a work package, then a construction section, then the project	docs/entities/Cost item.md::Relationships[1]	cost item,work package,construction section,project	8	-	retained	-	-
r342	reverse	behavioural	A cost item aggregates by zone, trade, asset and supplier as well	docs/entities/Cost item.md::Relationships[2]	cost item,zone,trade,asset,supplier	8	uxd.txt§17-CostJourney	present	-	-
r343	reverse	behavioural	A cost item is derived from a requirement where the type is estimated, from a quote where quoted, from a procurement item where committed, and from an invoice where actual	docs/entities/Cost item.md::Relationships[3]	cost item,requirement,quote,procurement item,invoice	8	-	retained	-	-
r344	reverse	behavioural	A cost item is denominated in money and measured in quantity	docs/entities/Cost item.md::Relationships[4]	cost item,money,quantity	8	-	retained	-	-
r345	reverse	behavioural	A cost item never uses native floating-point arithmetic; decimal.js, always	docs/entities/Cost item.md::Rules[1]	cost item,floating point,decimal	7	-	retained	-	-
r346	reverse	behavioural	Estimated values on a cost item are derived and recomputed; quoted, committed and actual values are recorded and do not move	docs/entities/Cost item.md::Rules[2]	cost item,estimated,quoted,committed,actual	8	research.txt§9-BudgetsDriftFromReality	present	-	-
r347	reverse	behavioural	Committed on a cost item means not-yet-invoiced, and the forecast is computed on that reading; booking an invoice retires the matching commitment	docs/entities/Cost item.md::Rules[3]	cost item,committed,invoice,forecast	7	-	retained	-	-
r348	reverse	behavioural	Tax support on a cost item is planning support, not accounting or tax advice	docs/entities/Cost item.md::Rules[4]	cost item,tax	7	-	retained	-	-
r349	reverse	behavioural	Contingency is held apart from the estimate rather than added into it, so the remaining-buffer question stays answerable	docs/entities/Cost item.md::Rules[5]	cost item,contingency,estimate	8	-	retained	-	-
r350	reverse	named	Decision	docs/entities/Decision.md::name	decision	-	canvas,jtbd,prd,prototype,research,uxd	present	-	entities
r351	reverse	behavioural	The alternatives rejected are the content of a decision; recording only what was chosen leaves the reasoning to be re-derived later	docs/entities/Decision.md::Description[1]	decision,alternative	6	canvas.txt§11-Decision	present	-	-
r352	reverse	behavioural	A decision blocks work: a decision-to-work-package dependency is a real schedule constraint, such as being unable to order until the tile is chosen	docs/entities/Decision.md::Description[2]	decision,work package,dependency	8	-	retained	-	-
r353	reverse	behavioural	A decision's relationship to a scenario is sequential: a scenario is the comparison, a decision is the outcome of one	docs/entities/Decision.md::Description[3]	decision,scenario	6	-	retained	-	-
r354	reverse	behavioural	Decision is a markdown note with a stable id, the date and status in frontmatter, and reasoning in the body	docs/entities/Decision.md::Identity and persistence[1]	decision,note,id,status	8	-	retained	-	-
r355	reverse	behavioural	A decision blocks zero or more work packages via a dependency	docs/entities/Decision.md::Relationships[1]	decision,work package,dependency	8	-	retained	-	-
r356	reverse	behavioural	A decision may select a scenario	docs/entities/Decision.md::Relationships[2]	decision,scenario	6	-	retained	-	-
r357	reverse	behavioural	A decision's impacts reach cost items, the schedule, assets, procurement items, work packages and tasks	docs/entities/Decision.md::Relationships[3]	decision,cost item,schedule,asset,procurement item,work package,task	8	-	retained	-	-
r358	reverse	behavioural	A decision may resolve an issue or accept a risk	docs/entities/Decision.md::Relationships[4]	decision,issue,risk	7	-	retained	-	-
r359	reverse	behavioural	A decision may be occasioned by a constraint	docs/entities/Decision.md::Relationships[5]	decision,constraint	6	-	retained	-	-
r360	reverse	behavioural	A decision records the alternatives it rejected, or it is only a note saying what happened	docs/entities/Decision.md::Rules[1]	decision,alternative	6	-	retained	-	-
r361	reverse	behavioural	A decision is not deleted when superseded; a reversed decision plus the reversal is the record	docs/entities/Decision.md::Rules[2]	decision,superseded	6	-	retained	-	-
r362	reverse	behavioural	Impact analysis for a decision is derived at the time of asking, reading the current graph rather than replaying what was true when the decision was taken	docs/entities/Decision.md::Rules[3]	decision,impact analysis	6	-	retained	-	-
r363	reverse	named	Dependency	docs/entities/Dependency.md::name	dependency	-	-	retained	-	entities
r364	reverse	behavioural	A dependency is allowed only between five specific pairs: work package to work package, task to task, procurement item to work package, decision to work package, and milestone to work package	docs/entities/Dependency.md::Description[1]	dependency,work package,task,procurement item,decision,milestone	8	-	retained	-	-
